magnitude,latitude,longitude,depth,Referencia de localizacion,date_utc,time_utc
4.2,14.3985,-93.8668,20,"156 km al SUROESTE de MAPASTEPEC, CHIS",2018-09-20,9:59:17
4,15.5408,-94.7995,16.3,"83 km al SURESTE de SALINA CRUZ, OAX",2018-09-20,11:55:35
4.2,14.378,-93.978,16.3,"166 km al SUROESTE de MAPASTEPEC, CHIS",2018-09-20,13:12:23
4.3,15.3992,-94.7125,17,"101 km al SURESTE de SALINA CRUZ, OAX",2018-09-20,17:13:56
4.1,14.3375,-93.9832,15,"169 km al SUROESTE de MAPASTEPEC, CHIS",2018-09-20,20:51:14
4.3,14.342,-93.9727,15,"168 km al SUROESTE de MAPASTEPEC, CHIS",2018-09-20,22:30:09
4,22.3348,-99.3212,9.2,"50 km al NORESTE de CARDENAS, SLP",2018-09-20,23:23:01
4.6,15.3008,-95.2563,16.1,"98 km al SUR de SALINA CRUZ, OAX",2018-09-21,3:27:43
4,16.0915,-98.3087,16.1,"39 km al SUROESTE de PINOTEPA NACIONAL, OAX",2018-09-21,12:04:58
4,15.4623,-94.9735,23.3,"83 km al SURESTE de SALINA CRUZ, OAX",2018-09-21,14:38:54
4.3,17.5712,-102.794,16.3,"71 km al SUROESTE de LA MIRA, MICH",2018-09-21,16:38:19
4,15.4653,-94.6198,16,"100 km al SURESTE de SALINA CRUZ, OAX",2018-09-21,17:07:24
4.1,17.6407,-102.753,16.5,"63 km al SUROESTE de LA MIRA, MICH",2018-09-21,17:17:33
4,15.9568,-95.3363,77,"29 km al SUROESTE de SALINA CRUZ, OAX",2018-09-21,19:50:33
4.1,15.8737,-95.2042,27.8,"34 km al SUR de SALINA CRUZ, OAX",2018-09-21,21:25:39
4,14.3628,-93.8287,11.8,"156 km al SUROESTE de MAPASTEPEC, CHIS",2018-09-21,23:29:54
4.2,15.2987,-94.7585,23.3,"108 km al SURESTE de SALINA CRUZ, OAX",2018-09-22,0:19:00
4,17.6837,-95.6665,108.7,"41 km al SUROESTE de ISLA, VER",2018-09-22,0:27:28
4.1,15.3805,-94.8073,16.1,"98 km al SURESTE de SALINA CRUZ, OAX",2018-09-22,1:30:03
4.2,15.8008,-97.8108,21.6,"47 km al SUROESTE de RIO GRANDE, OAX",2018-09-22,1:31:14
4.2,15.7727,-97.8365,16.7,"51 km al SUROESTE de RIO GRANDE, OAX",2018-09-22,1:35:25
4,15.822,-97.9185,17.4,"56 km al SUROESTE de RIO GRANDE, OAX",2018-09-22,1:41:21
4,15.8635,-94.9367,10.6,"45 km al SURESTE de SALINA CRUZ, OAX",2018-09-22,8:05:23
4.1,17.7238,-101.319,49.9,"21 km al NORTE de PETATLAN, GRO",2018-09-22,9:27:57
4.1,14.633,-93.6727,95.2,"123 km al SUROESTE de MAPASTEPEC, CHIS",2018-09-22,11:42:53
4,18.0845,-97.8027,59.4,"29 km al SURESTE de ACATLAN DE OSORIO, PUE",2018-09-22,12:02:39
4,16.1778,-94.3677,92.8,"50 km al OESTE de ARRIAGA , CHIS",2018-09-22,14:57:50
4.5,15.6995,-98.074,15,"71 km al SUR de PINOTEPA NACIONAL, OAX",2018-09-22,15:51:54
4.5,16.8878,-94.6383,115.3,"43 km al ESTE de MATIAS ROMERO, OAX",2018-09-22,17:00:01
4.1,15.5523,-95.2117,31.5,"70 km al SUR de SALINA CRUZ, OAX",2018-09-22,23:18:37
4.1,15.1043,-94.312,12.2,"124 km al SUROESTE de TONALA, CHIS",2018-09-22,23:54:02
4.1,15.4713,-95.8202,7,"47 km al SURESTE de CRUCECITA, OAX",2018-09-23,3:33:51
4,15.9108,-93.6333,104.6,"23 km al SURESTE de TONALA, CHIS",2018-09-23,4:22:18
4,14.4468,-93.7095,10,"141 km al SUROESTE de MAPASTEPEC, CHIS",2018-09-23,5:38:46
4,14.359,-93.8387,10,"157 km al SUROESTE de MAPASTEPEC, CHIS",2018-09-23,8:07:35
4.1,17.8887,-92.6762,10,"17 km al NOROESTE de MACUSPANA, TAB",2018-09-23,15:26:41
4,17.0855,-94.9285,125.4,"26 km al NORESTE de MATIAS ROMERO, OAX",2018-09-23,21:21:26
4,15.9638,-94.0895,84.6,"36 km al SUROESTE de ARRIAGA , CHIS",2018-09-24,3:02:32
4.2,17.2267,-94.544,126.7,"66 km al NORESTE de MATIAS ROMERO, OAX",2018-09-24,4:22:15
4,15.1158,-94.4652,16.1,"132 km al SUROESTE de TONALA, CHIS",2018-09-24,5:02:12
4.2,15.0418,-94.3113,16.1,"130 km al SUROESTE de TONALA, CHIS",2018-09-24,6:54:27
4.2,16.9795,-99.5462,49.5,"26 km al NOROESTE de SAN MARCOS, GRO",2018-09-24,16:41:24
4,16.0652,-99.032,10.4,"89 km al SURESTE de SAN MARCOS, GRO",2018-09-24,19:26:23
4.3,16.6678,-93.6957,145,"4 km al SURESTE de CINTALAPA, CHIS",2018-09-24,23:53:19
4,15.35,-94.7272,18.2,"105 km al SURESTE de SALINA CRUZ, OAX",2018-09-25,2:13:33
5.2,16.4703,-99.0778,5.1,"49 km al SURESTE de SAN MARCOS, GRO",2018-09-25,2:22:19
5,16.4765,-99.06,5,"50 km al SURESTE de SAN MARCOS, GRO",2018-09-25,3:17:17
4,16.4625,-99.1027,5,"48 km al SURESTE de SAN MARCOS, GRO",2018-09-25,4:48:54
4,16.4758,-95.2763,76.9,"17 km al NORTE de TEHUANTEPEC, OAX",2018-09-25,9:09:18
4.1,31.1072,-114.247,6.5,"57 km al ESTE de SAN FELIPE, BC",2018-09-25,12:34:53
4,16.2828,-98.2782,15.3,"25 km al SUROESTE de PINOTEPA NACIONAL, OAX",2018-09-25,13:02:39
4,15.3858,-94.7802,16,"99 km al SURESTE de SALINA CRUZ, OAX",2018-09-25,15:02:47
4,16.0517,-95.7423,68.1,"52 km al NORESTE de CRUCECITA, OAX",2018-09-25,21:40:54
4,14.7223,-92.4317,82.1,"28 km al SUROESTE de TAPACHULA, CHIS",2018-09-26,0:09:47
4,18.1473,-100.788,58.7,"27 km al SUROESTE de CD ALTAMIRANO, GRO",2018-09-26,4:56:55
4,14.407,-93.7822,15,"149 km al SUROESTE de MAPASTEPEC, CHIS",2018-09-26,13:13:35
4.3,15.3543,-96.8153,15,"57 km al SUROESTE de S PEDRO POCHUTLA, OAX",2018-09-26,13:29:50
4,17.6988,-94.8177,147.8,"25 km al SURESTE de SAYULA DE ALEMAN, VER",2018-09-26,16:21:33
4,16.4043,-95.3558,67.4,"15 km al NOROESTE de TEHUANTEPEC, OAX",2018-09-26,19:38:04
4.2,18.8585,-93.0158,10,"53 km al NOROESTE de FRONTERA, TAB",2018-09-27,0:34:14
4.1,16.7158,-94.9058,23.2,"23 km al SURESTE de MATIAS ROMERO, OAX",2018-09-27,2:21:09
4.1,15.8537,-98.799,15.4,"96 km al SUROESTE de PINOTEPA NACIONAL, OAX",2018-09-27,14:25:19
4.3,16.3122,-94.936,91.1,"16 km al SURESTE de JUCHITAN DE ZARAGOZA, OAX",2018-09-27,16:37:26
5,14.6087,-92.5753,68.8,"46 km al OESTE de CD HIDALGO, CHIS",2018-09-27,17:32:13
4.1,15.5297,-93.7053,77.2,"56 km al SUROESTE de PIJIJIAPAN, CHIS",2018-09-27,19:00:12
4,16.0947,-98.0585,16.1,"27 km al SUR de PINOTEPA NACIONAL, OAX",2018-09-28,4:52:38
4,15.8922,-95.2433,57.2,"32 km al SUR de SALINA CRUZ, OAX",2018-09-28,4:56:42
4.1,15.8768,-95.1902,24.1,"34 km al SUR de SALINA CRUZ, OAX",2018-09-28,5:03:44
4,15.1492,-94.5047,25,"131 km al SUROESTE de TONALA, CHIS",2018-09-28,6:16:55
4,18.644,-102.276,67.6,"46 km al SUROESTE de NUEVA ITALIA, MICH",2018-09-28,7:59:14
4.3,17.2773,-94.4232,145.9,"78 km al SUROESTE de LAS CHOAPAS, VER",2018-09-28,10:14:57
4,16.9112,-94.702,22.5,"36 km al ESTE de MATIAS ROMERO, OAX",2018-09-28,10:29:11
4.1,17.3882,-94.5515,151.7,"66 km al SURESTE de JALTIPAN DE MORELOS, VER",2018-09-28,18:56:51
5.2,32.4352,-115.081,13.2,"17 km al NORTE de GPE VICTORIA(KM.43), BC",2018-09-29,2:17:47
4.1,15.449,-94.6358,16.1,"101 km al SURESTE de SALINA CRUZ, OAX",2018-09-29,4:57:48
4,19.3795,-104.264,46.6,"31 km al SURESTE de CASIMIRO CASTILLO, JAL",2018-09-29,5:19:58
4,18.4593,-106.726,10,"244 km al SUROESTE de CIHUATLAN, JAL",2018-09-29,5:42:37
4,18.0902,-94.7007,15,"10 km al NOROESTE de OTEAPAN, VER",2018-09-29,6:29:17
4.1,15.6402,-96.0133,10,"19 km al SURESTE de CRUCECITA, OAX",2018-09-29,7:21:15
4,18.5688,-103.035,72.8,"27 km al SURESTE de COALCOMAN, MICH",2018-09-29,7:48:10
4,15.2625,-94.3862,21.2,"113 km al SUROESTE de TONALA, CHIS",2018-09-29,8:34:29
4,14.9317,-94.211,10,"136 km al SUROESTE de PIJIJIAPAN, CHIS",2018-09-29,11:32:43
4.1,16.1665,-97.1045,11.8,"34 km al NORTE de PUERTO ESCONDIDO, OAX",2018-09-29,16:12:38
4.3,15.4003,-94.9123,24.3,"92 km al SURESTE de SALINA CRUZ, OAX",2018-09-29,18:46:25
4.2,18.9502,-103.283,82.4,"23 km al NOROESTE de COALCOMAN, MICH",2018-09-29,23:53:54
4.2,16.2175,-95.4103,16.1,"22 km al SUROESTE de TEHUANTEPEC, OAX",2018-09-30,0:17:07
4,15.6252,-94.2938,54,"77 km al SUROESTE de TONALA, CHIS",2018-09-30,6:59:17
4.2,16.1983,-97.4722,9.1,"21 km al NORTE de RIO GRANDE, OAX",2018-09-30,22:17:22
4.4,16.2057,-98.271,36,"28 km al SUROESTE de PINOTEPA NACIONAL, OAX",2018-10-01,4:53:04
4.2,16.2548,-98.312,15,"29 km al SUROESTE de PINOTEPA NACIONAL, OAX",2018-10-01,5:38:12
4,21.1623,-106.196,10.4,"110 km al OESTE de LAS VARAS, NAY",2018-10-01,10:10:42
4.4,15.7917,-96.7333,56.4,"29 km al OESTE de S PEDRO POCHUTLA, OAX",2018-10-01,15:47:07
4.3,15.6965,-96.8148,36.1,"33 km al SURESTE de PUERTO ESCONDIDO, OAX",2018-10-01,16:33:06
4.5,15.8468,-96.7558,12.6,"33 km al NOROESTE de S PEDRO POCHUTLA, OAX",2018-10-01,17:26:50
4,16.4047,-95.2008,73.1,"9 km al NORESTE de S BLAS ATEMPA, OAX",2018-10-01,17:57:51
4.1,14.4762,-92.8145,14.4,"75 km al SUROESTE de CD HIDALGO, CHIS",2018-10-01,20:33:26
4.2,16.5255,-98.4453,7.6,"18 km al SUR de OMETEPEC, GRO",2018-10-01,21:15:43
5.4,16.6507,-94.1387,123.2,"45 km al OESTE de CINTALAPA, CHIS",2018-10-01,21:43:03
4.2,15.1018,-93.8998,15.6,"98 km al SUROESTE de PIJIJIAPAN, CHIS",2018-10-01,21:50:33
4.5,17.4623,-101.08,21,"22 km al SURESTE de PETATLAN, GRO",2018-10-02,2:07:43
4,15.5173,-94.7993,17.4,"85 km al SURESTE de SALINA CRUZ, OAX",2018-10-02,5:40:18
4,16.9943,-99.952,22.2,"14 km al ESTE de COYUCA DE BENITEZ, GRO",2018-10-02,6:56:28
4.1,18.301,-101.261,59,"53 km al SUROESTE de HUETAMO, MICH",2018-10-02,8:00:46
4,18.2028,-102.447,58.5,"22 km al NOROESTE de LA MIRA, MICH",2018-10-02,9:50:06
4.1,15.4428,-94.849,26.7,"90 km al SURESTE de SALINA CRUZ, OAX",2018-10-02,10:32:22
4,15.4368,-94.8763,26.7,"89 km al SURESTE de SALINA CRUZ, OAX",2018-10-02,11:06:52
4,16.4395,-95.0102,76.6,"1 km al NORESTE de JUCHITAN DE ZARAGOZA, OAX",2018-10-02,15:46:30
4.6,15.9165,-95.2542,61.1,"30 km al SUR de SALINA CRUZ, OAX",2018-10-02,17:45:03
4.3,18.5658,-105.263,11.8,"105 km al SUROESTE de CIHUATLAN, JAL",2018-10-02,18:17:43
4.1,16.43,-95.1662,8,"13 km al NORESTE de S BLAS ATEMPA, OAX",2018-10-03,2:42:04
4.1,15.7767,-98.1367,10,"63 km al SUR de PINOTEPA NACIONAL, OAX",2018-10-03,2:52:23
4,14.4268,-93.1642,83.5,"109 km al SUROESTE de HUIXTLA, CHIS",2018-10-03,3:24:33
4,15.8373,-94.1007,74.9,"46 km al SUROESTE de TONALA, CHIS",2018-10-03,4:19:39
4.1,15.524,-94.9352,16,"78 km al SURESTE de SALINA CRUZ, OAX",2018-10-03,5:27:08
4.1,17.0558,-94.1807,141.9,"63 km al NOROESTE de CINTALAPA, CHIS",2018-10-03,5:53:58
4.1,15.5227,-96.1998,5,"28 km al SUR de CRUCECITA, OAX",2018-10-03,10:51:34
4,15.4045,-94.8032,26.1,"96 km al SURESTE de SALINA CRUZ, OAX",2018-10-03,11:09:58
4.4,17.3752,-101.377,32.6,"21 km al SUROESTE de PETATLAN, GRO",2018-10-04,8:08:18
4,15.1767,-94.4183,17.8,"123 km al SUROESTE de TONALA, CHIS",2018-10-04,17:46:12
4,16.6743,-94.7388,20,"24 km al NORESTE de UNION HIDALGO, OAX",2018-10-05,2:39:15
4,16.5287,-94.5815,91.4,"27 km al ESTE de UNION HIDALGO, OAX",2018-10-05,5:08:50
4,14.4915,-93.4678,15,"122 km al SUROESTE de MAPASTEPEC, CHIS",2018-10-05,5:51:07
4,16.4572,-95.0972,54.1,"9 km al NOROESTE de JUCHITAN DE ZARAGOZA, OAX",2018-10-05,6:50:37
4.1,17.0862,-100.367,44.3,"15 km al SURESTE de ATOYAC DE ALVAREZ, GRO",2018-10-05,8:00:39
4,15.4072,-94.7295,16.1,"99 km al SURESTE de SALINA CRUZ, OAX",2018-10-05,11:30:43
4.3,16.1957,-94.2042,96.1,"33 km al OESTE de ARRIAGA , CHIS",2018-10-05,20:24:30
4,15.503,-94.9115,18,"81 km al SURESTE de SALINA CRUZ, OAX",2018-10-05,23:03:27
4,15.627,-95.3005,15.8,"62 km al SUR de SALINA CRUZ, OAX",2018-10-05,23:22:11
4.1,15.5732,-95.025,22.7,"70 km al SURESTE de SALINA CRUZ, OAX",2018-10-06,4:33:01
4,15.1642,-94.4027,15,"123 km al SUROESTE de TONALA, CHIS",2018-10-06,6:10:18
4,15.6923,-97.8468,16.1,"57 km al SUROESTE de RIO GRANDE, OAX",2018-10-06,6:49:27
4,16.693,-95.7322,63.8,"67 km al NOROESTE de TEHUANTEPEC, OAX",2018-10-06,7:44:39
4,15.884,-95.1825,14.9,"33 km al SUR de SALINA CRUZ, OAX",2018-10-06,11:08:31
4,15.3975,-94.7458,16,"99 km al SURESTE de SALINA CRUZ, OAX",2018-10-06,11:15:24
4.1,16.4982,-95.16,56,"10 km al SUROESTE de CD IXTEPEC, OAX",2018-10-06,16:15:09
4,14.9825,-92.8087,71.4,"41 km al SUROESTE de HUIXTLA, CHIS",2018-10-06,18:48:18
4.2,15.3273,-94.689,18.6,"109 km al SURESTE de SALINA CRUZ, OAX",2018-10-07,3:52:24
4,17.0215,-94.7123,60.3,"39 km al NORESTE de MATIAS ROMERO, OAX",2018-10-07,4:24:56
4.1,15.2237,-94.6823,15,"119 km al SURESTE de SALINA CRUZ, OAX",2018-10-07,4:50:39
4,15.3797,-94.7622,19.9,"100 km al SURESTE de SALINA CRUZ, OAX",2018-10-07,8:44:41
4,16.8595,-95.2328,35.9,"20 km al OESTE de MATIAS ROMERO, OAX",2018-10-07,9:57:27
4,17.6242,-95.0683,125.1,"31 km al SUROESTE de SAYULA DE ALEMAN, VER",2018-10-07,10:54:09
4,17.1252,-94.9898,124.9,"29 km al NORTE de MATIAS ROMERO, OAX",2018-10-07,11:02:27
4.3,16.8112,-94.8885,70.5,"18 km al SURESTE de MATIAS ROMERO, OAX",2018-10-07,18:12:33
4,15.1225,-94.5842,16.1,"134 km al SURESTE de SALINA CRUZ, OAX",2018-10-07,19:28:50
5,19.1535,-108.959,15.4,"422 km al SUROESTE de PUERTO VALLARTA, JAL",2018-10-07,20:56:04
4.2,13.3335,-92.4625,10,"152 km al SUR de CD HIDALGO, CHIS",2018-10-08,7:14:24
4.1,17.8333,-102.53,16.1,"31 km al SUROESTE de LA MIRA, MICH",2018-10-08,7:20:12
4.2,16.7958,-94.2928,122.7,"62 km al OESTE de CINTALAPA, CHIS",2018-10-08,8:04:57
5.4,23.8983,-108.801,12,"131 km al NORESTE de SAN JOSE DEL CABO, BCS",2018-10-08,12:05:55
4,15.2703,-94.4455,19.9,"117 km al SUROESTE de TONALA, CHIS",2018-10-08,22:44:38
4,18.2458,-102.246,28,"25 km al NORESTE de LA MIRA, MICH",2018-10-08,22:49:18
4,16.6887,-94.8582,61,"24 km al NORTE de UNION HIDALGO, OAX",2018-10-09,5:23:27
4.2,19.6875,-108.451,10,"352 km al SUROESTE de PUERTO VALLARTA, JAL",2018-10-09,18:52:32
4.1,15.8812,-94.9723,17.5,"41 km al SURESTE de SALINA CRUZ, OAX",2018-10-09,19:55:43
4.3,15.4503,-104.138,10,"345 km al SUROESTE de LA MIRA, MICH",2018-10-09,22:09:03
4,15.9013,-95.1913,25,"31 km al SUR de SALINA CRUZ, OAX",2018-10-10,0:02:19
4,16.407,-98.0175,5,"8 km al NORESTE de PINOTEPA NACIONAL, OAX",2018-10-10,7:06:17
4.1,17.9922,-97.7122,57.7,"22 km al NORESTE de H HUAJUAPAN DE LEON, OAX",2018-10-10,7:21:06
4,16.9903,-95.0952,51.3,"14 km al NOROESTE de MATIAS ROMERO, OAX",2018-10-10,17:26:55
4.1,15.2492,-93.0132,84,"25 km al SUROESTE de MAPASTEPEC, CHIS",2018-10-11,3:33:04
4,14.3042,-93.4782,15.5,"141 km al SUROESTE de MAPASTEPEC, CHIS",2018-10-11,4:34:42
4,27.2512,-111.293,10,"84 km al SUROESTE de H GUAYMAS, SON",2018-10-11,6:51:57
4,16.776,-94.951,71.3,"14 km al SURESTE de MATIAS ROMERO, OAX",2018-10-11,9:17:49
4,16.5222,-95.0762,74.6,"5 km al SURESTE de CD IXTEPEC, OAX",2018-10-11,9:51:09
4.1,16.285,-98.2618,7.2,"23 km al SUROESTE de PINOTEPA NACIONAL, OAX",2018-10-11,12:28:11
4,15.5668,-94.878,25.3,"76 km al SURESTE de SALINA CRUZ, OAX",2018-10-11,13:36:35
4,16.3005,-95.36,78.2,"13 km al OESTE de TEHUANTEPEC, OAX",2018-10-12,1:51:39
4,14.7942,-92.4558,87.9,"24 km al SUROESTE de TAPACHULA, CHIS",2018-10-12,3:02:11
4,17.217,-101.357,5,"36 km al SUR de PETATLAN, GRO",2018-10-12,5:56:45
4,15.5962,-95.0162,16.4,"68 km al SURESTE de SALINA CRUZ, OAX",2018-10-12,11:23:03
4,16.514,-95.4833,61.9,"33 km al NOROESTE de TEHUANTEPEC, OAX",2018-10-13,5:23:46
4.2,16.8057,-100.097,5,"22 km al SUR de COYUCA DE BENITEZ, GRO",2018-10-13,11:24:33
4.1,13.7293,-92.779,15,"125 km al SUROESTE de CD HIDALGO, CHIS",2018-10-13,17:08:02
4,15.2995,-94.6693,16.2,"113 km al SURESTE de SALINA CRUZ, OAX",2018-10-13,19:16:10
4,16.3563,-95.3705,55,"14 km al OESTE de TEHUANTEPEC, OAX",2018-10-13,22:35:56
4.6,16.2825,-98.259,16.1,"23 km al SUROESTE de PINOTEPA NACIONAL, OAX",2018-10-14,1:32:11
4.1,15.9052,-95.2262,55.4,"31 km al SUR de SALINA CRUZ, OAX",2018-10-14,2:49:09
4,15.3997,-94.7087,18.7,"101 km al SURESTE de SALINA CRUZ, OAX",2018-10-14,7:49:39
4.1,32.254,-114.903,16.4,"19 km al ESTE de GPE VICTORIA(KM.43), BC",2018-10-14,8:01:43
4,15.3567,-94.6028,16,"111 km al SURESTE de SALINA CRUZ, OAX",2018-10-14,9:39:50
4,16.5212,-95.1532,30.8,"7 km al SUROESTE de CD IXTEPEC, OAX",2018-10-14,12:39:35
4.2,23.7622,-108.807,10,"120 km al NORESTE de SAN JOSE DEL CABO, BCS",2018-10-14,13:06:23
4.6,15.9235,-98.4923,9.4,"66 km al SUROESTE de PINOTEPA NACIONAL, OAX",2018-10-14,13:51:49
4,15.7965,-98.5057,16.1,"77 km al SUROESTE de PINOTEPA NACIONAL, OAX",2018-10-14,15:46:04
4,15.7237,-98.0825,14.6,"68 km al SUR de PINOTEPA NACIONAL, OAX",2018-10-15,5:57:57
4,16.7673,-94.844,86.4,"24 km al SURESTE de MATIAS ROMERO, OAX",2018-10-15,11:05:05
4.1,15.7327,-98.0443,10,"67 km al SUR de PINOTEPA NACIONAL, OAX",2018-10-15,18:14:49
4,18.585,-106.208,10.8,"188 km al SUROESTE de CIHUATLAN, JAL",2018-10-16,2:14:39
4,18.3908,-94.5062,15,"29 km al NOROESTE de ALLENDE, VER",2018-10-16,5:36:25
4,19.4853,-103.855,103.7,"27 km al NOROESTE de VILLA DE ALVAREZ, COL",2018-10-16,7:29:11
4,18.6253,-106.312,10,"196 km al SUROESTE de CIHUATLAN, JAL",2018-10-16,8:41:38
4,17.4628,-101.704,10,"26 km al SUROESTE de ZIHUATANEJO, GRO",2018-10-16,18:22:35
4.5,14.3812,-93.1552,7.6,"112 km al SUROESTE de HUIXTLA, CHIS",2018-10-17,0:34:20
4,13.9503,-93.0673,15,"127 km al SUROESTE de CD HIDALGO, CHIS",2018-10-17,0:42:52
4.1,14.2382,-93.1672,15,"120 km al SUROESTE de CD HIDALGO, CHIS",2018-10-17,1:10:12
4,17.2312,-101.677,5,"48 km al SUROESTE de ZIHUATANEJO, GRO",2018-10-17,5:04:28
4,14.3483,-93.9602,15.9,"167 km al SUROESTE de MAPASTEPEC, CHIS",2018-10-17,11:39:13
4.1,15.8058,-94.1153,81.5,"49 km al SUROESTE de TONALA, CHIS",2018-10-17,14:15:01
4,15.9702,-99.0245,16.1,"99 km al SURESTE de SAN MARCOS, GRO",2018-10-17,15:40:32
4,15.4368,-94.6468,16,"101 km al SURESTE de SALINA CRUZ, OAX",2018-10-17,18:49:26
4,15.5027,-95.1018,17.5,"76 km al SUR de SALINA CRUZ, OAX",2018-10-18,2:47:27
4,16.1572,-98.8415,14.5,"74 km al SUROESTE de OMETEPEC, GRO",2018-10-18,3:50:39
4.1,14.2485,-93.4493,10,"145 km al SUROESTE de HUIXTLA, CHIS",2018-10-18,6:14:06
4,17.1497,-94.5017,136,"65 km al NORESTE de MATIAS ROMERO, OAX",2018-10-18,6:29:29
4.1,16.1857,-98.0257,16.1,"17 km al SUR de PINOTEPA NACIONAL, OAX",2018-10-18,11:52:37
4,17.0572,-95.452,95.2,"48 km al NOROESTE de MATIAS ROMERO, OAX",2018-10-18,16:56:18
4.1,15.4985,-96.2515,10,"32 km al SUROESTE de CRUCECITA, OAX",2018-10-18,19:26:50
4.2,15.7427,-96.39,16.1,"8 km al ESTE de S PEDRO POCHUTLA, OAX",2018-10-18,22:50:54
4.1,16.8708,-100.045,5,"16 km al OESTE de ACAPULCO, GRO",2018-10-19,0:39:36
4,16.1708,-95.5022,5.7,"33 km al OESTE de SALINA CRUZ, OAX",2018-10-19,1:33:47
4.1,30.2145,-114.122,15,"113 km al SURESTE de SAN FELIPE, BC",2018-10-19,10:16:59
4.1,17.362,-94.5862,142.8,"68 km al SUR de JALTIPAN DE MORELOS, VER",2018-10-19,13:45:01
4,30.3452,-113.897,10,"113 km al SUROESTE de PUERTO PEÑASCO, SON",2018-10-19,17:38:16
4,30.4627,-113.824,10,"99 km al SUROESTE de PUERTO PEÑASCO, SON",2018-10-19,20:39:31
4.1,14.8127,-93.2587,18.6,"80 km al SUROESTE de MAPASTEPEC, CHIS",2018-10-19,23:16:04
4.1,15.3583,-93.0157,98.6,"16 km al SUROESTE de MAPASTEPEC, CHIS",2018-10-20,2:45:50
4,16.6617,-98.73,5,"35 km al OESTE de OMETEPEC, GRO",2018-10-20,3:59:34
4,16.8872,-95.0422,104.6,"2 km al NORTE de MATIAS ROMERO, OAX",2018-10-20,4:12:46
4,15.3528,-94.6965,29.3,"106 km al SURESTE de SALINA CRUZ, OAX",2018-10-20,4:46:18
4,28.1065,-112.217,10,"85 km al NORTE de SANTA ROSALIA, BCS",2018-10-20,8:27:13
4,15.4453,-94.9828,19.6,"85 km al SURESTE de SALINA CRUZ, OAX",2018-10-20,10:17:15
4,15.9985,-98.8673,18.5,"90 km al SUROESTE de OMETEPEC, GRO",2018-10-20,13:51:28
4,15.118,-96.6437,19.4,"72 km al SUROESTE de S PEDRO POCHUTLA, OAX",2018-10-20,18:32:07
4,15.409,-94.6288,16.8,"105 km al SURESTE de SALINA CRUZ, OAX",2018-10-21,2:58:30
4,15.097,-94.5733,16.1,"137 km al SURESTE de SALINA CRUZ, OAX",2018-10-21,22:36:14
4.1,26.4745,-110.438,10,"88 km al SUROESTE de HUATABAMPO, SON",2018-10-21,23:40:21
4,14.4182,-93.1088,14.4,"105 km al SUROESTE de HUIXTLA, CHIS",2018-10-22,4:32:10
4.3,15.8408,-92.4183,201.4,"36 km al NOROESTE de FRONTERA COMALAPA, CHIS",2018-10-22,11:08:43
4.5,27.645,-111.683,10,"67 km al NORESTE de SANTA ROSALIA, BCS",2018-10-22,14:07:52
4,16.9063,-100.482,3.5,"34 km al SUR de ATOYAC DE ALVAREZ, GRO",2018-10-22,17:04:14
4.1,15.55,-95.0547,19.4,"72 km al SUR de SALINA CRUZ, OAX",2018-10-22,21:26:02
4,16.6527,-94.6902,39.2,"25 km al NORESTE de UNION HIDALGO, OAX",2018-10-23,2:32:34
4.3,15.5635,-95.0717,33.6,"70 km al SUR de SALINA CRUZ, OAX",2018-10-23,4:11:22
4,17.9962,-105.654,16.1,"179 km al SUROESTE de CIHUATLAN, JAL",2018-10-23,4:30:43
4,15.5867,-95.074,28.7,"67 km al SUR de SALINA CRUZ, OAX",2018-10-23,7:41:48
4,15.6285,-95.8758,6.5,"32 km al SURESTE de CRUCECITA, OAX",2018-10-23,19:48:40
4,14.2612,-93.3123,10.6,"133 km al SUROESTE de HUIXTLA, CHIS",2018-10-23,19:50:01
4,16.1142,-95.3543,71.4,"19 km al SUROESTE de SALINA CRUZ, OAX",2018-10-23,21:19:52
4,16.9532,-94.8918,113.2,"18 km al NORESTE de MATIAS ROMERO, OAX",2018-10-23,22:50:44
4.1,16.2523,-98.3678,7.3,"35 km al SUROESTE de PINOTEPA NACIONAL, OAX",2018-10-24,1:57:10
4,16.2832,-98.3717,6,"35 km al OESTE de PINOTEPA NACIONAL, OAX",2018-10-24,1:59:46
4,15.663,-95.8885,32.6,"29 km al SURESTE de CRUCECITA, OAX",2018-10-24,2:25:32
4.2,15.387,-94.6553,25.2,"105 km al SURESTE de SALINA CRUZ, OAX",2018-10-24,5:57:19
4.2,16.5562,-100.51,15,"67 km al SUROESTE de COYUCA DE BENITEZ, GRO",2018-10-24,6:20:46
4,17.051,-95.0918,118.1,"20 km al NOROESTE de MATIAS ROMERO, OAX",2018-10-24,6:58:21
4,15.963,-95.3193,64.3,"28 km al SUROESTE de SALINA CRUZ, OAX",2018-10-24,7:22:22
4.5,15.9763,-94.9308,29.6,"36 km al SURESTE de SALINA CRUZ, OAX",2018-10-24,17:12:06
4.2,15.2678,-94.5878,16.7,"120 km al SURESTE de SALINA CRUZ, OAX",2018-10-24,18:08:28
4,16.176,-97.5933,25.8,"25 km al NOROESTE de RIO GRANDE, OAX",2018-10-24,23:53:11
4,15.8565,-95.1077,16,"37 km al SUR de SALINA CRUZ, OAX",2018-10-25,1:43:14
4,18.7848,-107.176,10,"280 km al OESTE de CIHUATLAN, JAL",2018-10-25,1:54:43
